3896	4894	2414	2464	5443	6642	5555	3091	1286	6551	
6905	6722	2994	5190	1871	9898	8021	7773	9920	8040	
4469	5875	4714	5655	2002	3085	2033	133	9260	1818	
1017	4848	4876	9684	3502	6277	5346	3483	6536	432	
9308	8731	8861	1183	9662	9072	5761	1787	5357	5006	
1743	1402	285	6701	6441	6982	6605	3828	2631	4143	
5321	9387	9262	5061	9876	3530	5695	7100	2412	6400	
247	8622	4997	4096	133	6544	2758	6382	3727	6534	
9022	5027	9321	4067	5472	5681	7085	1626	3994	2758	
8052	6797	1059	3949	3596	3919	1892	833	7651	997	
96	4746	5358	6831	6741	2300	6136	8374	7306	1536	
8633	2762	1187	2297	3709	7565	2633	3644	8524	3349	
757	2614	388	6842	8743	1367	8421	9217	8867	8948	
212	3517	9311	3692	6682	5766	5431	8033	1972	7449	
8530	6937	6015	765	802	4304	276	768	9293	1551	
7357	9844	2049	8102	8462	8347	5055	29	4546	8596	
7150	8237	5098	1526	7416	4552	7406	4732	3186	2551	
6710	351	9966	7304	9352	5311	649	4233	6058	8156	
4752	5767	3058	5893	8923	8536	2206	1972	8610	5703	
9933	9215	9909	7828	7610	2656	1324	1573	4114	4621	
7594	1453	7730	479	4430	4527	4645	3152	9945	717	
8127	8046	5460	2322	7209	4134	3774	6205	6518	4998	
4918	478	369	7517	7172	1608	2629	8038	6138	847	
9502	7193	1555	9044	5285	8216	4050	3478	1240	9660	
4947	1210	9324	8828	4444	8860	6193	9407	5414	9553	
8115	2495	463	4118	7394	8621	9494	4357	648	3194	
4611	8440	9926	1775	6939	4225	8526	1703	8713	3676	
6095	2257	8221	6109	653	3353	2364	8951	9504	6738	
1551	4008	601	5294	3523	1208	9678	1568	3781	1721	
48	7686	126	5022	3195	1283	2215	3724	7897	8643	
2692	4155	7465	1431	2979	3526	1599	8261	3427	6990	
2327	9898	5966	7298	7325	3081	5273	7337	7948	3585	
7229	2860	9167	2102	9079	2624	8459	8347	8172	5240	
6709	3610	5719	6325	3108	375	7747	9247	3980	5516	
9174	4773	2999	8813	7451	5128	6356	8341	1379	1790	
194	9077	664	5529	8683	23	2039	7937	8145	1487	
7549	6605	317	6228	5568	7478	561	289	1064	9979	
4674	3537	6576	3218	7527	5245	9779	9372	3844	2193	
9630	4879	6189	4204	806	2048	4968	728	9134	602	
193	3489	4917	9272	5684	343	7627	5241	3282	3982	
1383	9074	5238	5211	3200	5444	1943	1030	3694	1440	
2109	3844	7001	9303	818	9956	3436	215	8116	7083	
4513	8909	347	6440	9722	206	7013	15	6883	7760	
9747	9516	646	9593	7037	5473	6442	2160	3328	9980	
9159	7605	1183	94	949	9710	7981	5896	6667	8232	
6674	6316	3357	6475	3026	900	5788	5827	6275	3552	
3107	2280	321	1432	9133	3079	7586	7059	2085	5422	
5296	6249	4810	6315	4438	42	2375	4707	8740	1362	
5039	5359	3090	7656	7481	83	6883	2625	662	8474	
4707	7257	7768	7924	4898	1951	6175	9567	4045	8264	
6787	5203	8970	8364	3635	6905	385	9614	6603	8945	
5747	6340	3504	4477	1631	3441	7560	4713	9754	8392	
5534	2620	2147	8430	9543	1633	7788	3940	9172	5662	
6164	651	8604	3901	5112	2368	4195	3121	7194	6114	
4881	7214	4438	7708	6632	4550	795	8687	7193	7492	
4382	4521	9208	6391	8040	682	885	1132	5588	4242	
688	5364	8613	5857	9118	2840	5645	8777	2680	1563	
2591	5771	4430	3658	8867	3177	8455	2028	3102	1180	
6577	1647	1708	9486	9239	8547	3465	659	6029	1807	
1223	3666	1355	1363	7763	4519	5070	975	327	8148	
5617	6589	1254	9956	7395	6459	3473	3663	6730	8921	
823	7894	7946	6418	6044	7399	8141	6098	5237	1415	
5315	886	7129	6537	171	1702	2815	1285	9051	1774	
8753	5783	9794	7556	9785	2471	5295	8036	5641	6236	
9671	9635	5977	2535	8805	3229	6197	2982	510	6389	
6585	6392	2539	4275	9510	9771	8573	6182	648	1092	
4821	4645	7091	4177	1389	8754	5903	3211	4320	6229	
4810	4773	3101	998	9391	4352	6216	5240	6447	8154	
9051	2552	212	7468	4769	7704	6883	3827	8737	6289	
2240	3522	7255	5600	4842	6050	64	2286	8676	1446	
5063	8799	8516	1398	7561	6462	9495	1091	8499	9518	
9019	4351	3633	2227	6344	382	6095	473	4427	3952	
7986	6674	3007	6908	8294	3713	805	991	7945	3597	
1606	6129	345	3694	7279	1024	2029	4476	9458	2119	
7877	8817	124	5952	6959	3604	5219	3799	6964	8860	
5769	9012	415	8336	8533	4171	4389	3690	2427	9237	
3734	9119	4551	9317	578	6461	2125	8794	3192	6266	
8286	3825	4730	9801	1050	8403	4638	3868	8063	9536	
2513	4985	8286	3298	7239	7169	7822	1184	2119	7007	
5388	3737	2110	2048	1945	9715	9223	8893	9637	6797	
3125	8467	7056	755	2738	9169	6655	1901	574	1417	
1785	9417	1397	6095	9959	5490	2439	6761	3848	5060	
6756	6160	581	6460	1031	6979	3480	9040	2502	9533	
9767	6188	4531	1491	1516	7629	7716	5662	1571	3275	
1659	845	327	7602	3588	402	8945	2231	2551	6728	
4384	3859	9893	8601	6381	9698	70	9590	379	9460	
2701	5019	5889	8201	5174	8279	7134	5063	2734	5403	
5725	8105	5968	5819	4846	3103	4227	5643	908	1436	
4216	4599	6716	3337	2690	7	4690	751	8345	5571	
4091	1793	4464	501	9531	1857	6344	9710	5399	4921	
2548	9963	5840	6016	9353	7383	1410	7518	5207	6686	
4357	8789	7590	7254	894	7577	8048	6412	9112	177	
138	1350	9999	5385	5325	1662	5718	5245	11	6668	
1493	7476	8839	2487	8321	7737	6616	700	6678	1382	
7218	4174	5973	6489	9098	652	2757	5487	4253	8785	
908	8308	9527	8094	5267	8628	2649	5978	7935	761	
1901	3408	1410	9551	621	6853	8287	1898	607	2160	
3722	7159	7345	5751	3878	8658	7788	4543	639	4122	
8712	8359	836	7983	7971	7376	3164	5973	2775	3223	
3211	1159	4689	3727	6032	802	8902	9254	6934	3048	
1422	3952	2519	7386	7063	1809	6253	6191	4194	974	
7315	4275	8062	9503	1407	4382	1504	4817	1370	6956	
2389	1601	4232	456	7527	9012	5959	5320	3485	9660	
128	1209	2771	6896	6381	6692	3248	1214	2916	3401	
7947	3989	7163	8105	8573	2659	929	947	623	2968	
7857	4911	317	849	6947	7480	5511	6029	625	7246	
383	6593	9563	1188	531	930	1528	3527	545	7083	
4207	1594	2378	1697	6707	1838	6182	2440	4336	3062	
8742	7911	521	1612	6478	1670	9604	7524	2604	616	
1655	9197	9322	2684	2556	9445	6667	4903	7378	7851	
4006	2515	1451	1262	3409	133	8323	9931	8742	6623	
6912	5598	7623	1974	3568	793	1966	7851	5753	7654	
6889	8219	6331	1218	6957	6106	3556	8789	8683	1263	
3161	4279	7370	2123	9094	105	2097	17	1345	5173	
8688	2110	6875	4548	3112	8307	9396	5669	7849	4879	
3711	9950	3394	2689	3951	8906	3481	111	6527	9290	
1651	2539	2297	3063	4533	366	852	5239	3998	6912	
8067	6875	8153	7483	1825	4041	8637	2541	8241	3083	
137	4109	3871	2275	6122	4164	7092	8991	1673	9887	
2288	1499	3602	7717	6864	7228	194	3728	6533	8248	
249	395	2689	1144	4608	6048	5508	9057	1781	6952	
4405	1821	8251	9524	7536	203	7632	2847	499	2764	
8246	7075	9251	338	5266	1364	1195	227	1102	3091	
7102	3502	7978	3165	2346	1016	3802	5617	2356	941	
5097	664	7036	9946	4516	6623	3765	523	5870	3636	
1966	3231	6376	6580	3405	8430	9557	5404	1999	2206	
1930	1087	7361	671	9056	3122	4872	3465	2618	7255	
6389	239	9159	9460	6907	8149	3854	1372	1939	1014	
4729	4300	3430	6059	7558	2498	2225	1053	707	9501	
9957	6540	6707	3445	8104	2016	9027	8516	8853	1504	
4704	3627	5084	6856	7904	9820	2735	6208	6585	2291	
2454	5343	9781	1844	2428	4289	2881	8898	2858	7820	
5307	6178	9772	2116	2385	8637	4428	240	3274	3744	
5760	5142	3327	2960	656	88	3868	4553	3188	9393	
2602	7406	2818	5002	5230	288	298	3555	8780	8148	
7130	5833	3500	6603	8249	4956	9791	907	9134	4003	
3141	7464	6287	6123	6901	5360	2042	1693	4495	5981	
845	8094	3386	6146	3404	7848	8175	978	3066	5939	
2734	9060	3603	5586	6219	5182	2272	2391	4589	5291	
9617	7575	4040	9115	5784	2118	4925	291	8664	9687	
2303	9140	3665	7875	1562	4045	8238	1984	2936	4408	
2633	4523	6936	8095	8262	3670	1286	8803	4309	3403	
4506	894	9589	9958	4862	9235	5246	3043	8819	3059	
6396	9843	8517	2116	1300	9760	6482	7562	7431	1357	
4558	1127	3986	6024	8275	854	7058	7798	7386	2118	
7552	4128	7016	7321	657	859	5780	36	6390	5470	
1837	5012	5880	7761	4524	5816	4016	8134	3046	717	
6459	6892	9051	7673	3977	1557	1089	7481	9801	5251	
4904	3020	3933	2240	9045	3966	7084	614	8940	9353	
5684	8969	8149	5688	9178	535	6666	6177	6840	5097	
2030	9040	8574	2405	1010	2563	8141	1108	7575	7858	
1180	6992	8603	8988	101	706	8429	7369	5972	4685	
7721	7436	3551	4897	3727	8482	4665	1070	6710	4052	
8337	3457	4950	2090	9891	8243	8349	4280	5122	5325	
9615	3923	2705	8786	9744	4698	3809	631	3625	6003	
9035	40	7710	2709	8575	7730	73	8291	6986	2368	
3315	9846	4263	6291	9663	6954	2952	9306	4066	7214	
6607	2523	4705	4831	9809	9868	5033	773	7338	5363	
7215	7054	1262	8634	9687	9985	3542	980	2000	812	
5098	7744	3864	4227	3702	4650	3004	6586	984	691	
5021	3330	6629	6546	4575	4661	7262	6636	3840	6788	
8455	6847	8872	8746	1257	9080	2582	7055	4063	4822	
6162	4188	3390	258	7451	5897	255	1386	6257	3534	
690	2382	5919	6759	4242	5308	5266	8094	1932	3323	
2192	8936	6907	7269	314	8075	3678	8635	7367	2592	
4440	5038	4743	3082	1125	8622	2582	8181	5495	3956	
7507	5579	2055	397	7636	5718	9436	6007	2094	4184	
8949	9541	9542	4901	6914	7240	2223	572	4054	9214	
5222	5882	9806	5973	1794	1361	8534	8329	7543	883	
5890	1730	2836	6331	3493	5826	7386	9968	6547	5914	
501	68	98	2166	8720	7732	2933	3702	9261	3429	
1921	5596	6164	7623	5444	6239	7629	1110	4571	9653	
4052	3093	5227	5524	1379	5872	5789	8356	1144	1243	
2724	7128	2775	4630	9200	2741	96	3356	3634	2022	
6819	1014	5947	500	1967	8704	7100	3316	8370	3949	
7894	9714	1854	7144	6315	7538	7454	6622	1812	4323	
3361	9988	4085	5804	3323	4302	1967	462	8293	7020	
81	5093	741	709	5070	4153	3914	8815	4322	1257	
5582	7049	5959	7762	9282	1903	2018	831	8275	8383	
5606	3035	8278	9993	8498	7458	6531	5304	7225	2770	
5155	4620	2482	3710	3505	729	8802	4433	7542	2545	
1890	2558	6631	3269	191	5301	7993	1913	1806	5320	
1591	319	6087	1450	7682	237	6608	9652	2764	8828	
104	6269	6846	3345	1112	4293	9316	5939	9959	7878	
4239	64	801	3031	9165	6137	2991	6385	758	6034	
3422	7774	5490	7946	158	4274	2194	5465	2245	3672	
754	350	2833	3457	3820	636	1787	7093	2136	4450	
2757	3938	6007	8483	9675	9586	1735	5034	1707	7128	
1111	2691	3322	393	4425	5732	7929	8063	8697	9104	
6730	2242	4936	9602	1525	3547	1241	6979	3816	125	
9610	9805	907	1872	3489	7698	3021	7022	8820	5529	
656	5216	899	6320	5958	7029	5267	9602	2363	8272	
6568	2231	6136	2375	9344	4389	5911	7291	9285	4241	
9326	7016	165	3375	6602	4567	4799	3476	9273	3642	
6492	6192	4548	5877	9880	743	8485	5320	6910	3912	
2238	1056	9584	6003	4585	6957	7609	1095	7146	8484	
2060	4958	5267	885	5786	1000	4613	8856	2044	4779	
7795	6189	5196	3883	9413	7388	8508	9892	2986	5227	
5446	4980	4552	4106	3037	2439	9845	5647	2824	9685	
4752	3271	58	7391	9916	6141	521	9549	4176	5365	
8946	9577	329	7955	5956	5670	195	1430	4641	9642	
370	6009	1773	1070	9214	2293	9178	9297	7844	1307	
8821	1924	474	3441	4295	8305	7914	6905	9026	7487	
8540	7387	4359	9841	5051	8077	8821	70	3010	8122	
1595	5867	5434	4783	5759	4028	5262	7784	9517	100	
8117	167	7682	4578	8173	5752	4255	8366	922	3330	
6193	1202	3165	8083	9563	4072	5274	7508	8099	3376	
337	7910	4757	9136	9750	8096	983	4357	9120	9355	
5118	3052	2479	3028	9856	9858	4748	6021	9368	5591	
7061	671	6945	3929	4595	8818	7633	8845	9803	7301	
2856	5885	6840	1880	232	6842	4392	9165	1557	7963	
6473	9757	5032	6050	1070	5174	3250	4127	9510	5743	
3501	3257	7995	6857	5337	4438	5565	2689	251	3839	
4104	9570	3825	508	8704	1102	7705	5957	5180	3645	
6172	9814	5091	9941	4284	4120	3363	7784	9073	6312	
7114	3062	8782	6744	3678	7929	4448	3833	2686	4405	
3362	8020	1895	1223	7	1738	3089	2840	1297	4579	
5180	9163	3639	7684	4309	5866	894	5828	2760	1551	
9003	255	4481	5741	1855	8564	5006	3203	2216	2351	
1400	4348	1797	1895	5001	6450	9180	154	9927	676	
5541	1863	4330	9184	3705	5082	7763	1104	9282	7618	
7575	3355	2887	8731	4983	6111	9562	9505	2529	1209	
5246	5598	7968	2407	5304	6921	5815	1985	2101	4655	
7720	8791	1021	5142	3135	4640	2596	2496	2139	7871	
7633	5185	2982	9432	6079	7649	6438	9716	7637	7189	
8233	8286	5689	6006	3831	376	6055	6946	3716	2156	
8635	7429	179	7845	1781	7979	9824	4406	6289	2311	
8161	625	9704	1104	2588	2141	4651	8053	8072	9636	
888	4388	209	2341	1601	7681	7052	7461	8169	4954	
5703	2110	5087	7314	2078	9458	365	6567	5359	2217	
1004	438	7201	9360	9712	1344	282	7905	3382	4741	
8104	6982	9640	1042	3336	5437	5773	8121	4682	9901	
4772	6395	4280	2329	8080	8595	9274	2582	5119	9592	
9341	303	6616	4857	7769	1234	5718	8039	1533	4075	
4206	9576	5342	6002	2683	8040	7308	3032	7433	3709	
7829	8518	7695	2164	4929	8432	1111	5654	2085	5778	
7800	4483	1334	1615	8687	3670	2896	3521	3649	1073	
714	8256	9255	57	5816	5396	505	6118	5384	9700	
8248	5035	2165	380	1785	9960	5093	3713	5835	8972	
1984	9431	264	1165	1452	8699	1411	3418	8267	5743	
6201	4153	5554	7073	7652	2234	483	1366	7118	4250	
4902	9219	1174	5547	7866	87	6432	394	2028	1153	
5798	848	3626	8895	6687	8265	74	1173	1267	6661	
4003	8742	8445	3837	6534	9630	3455	7503	1058	626	
9824	5951	1900	6021	2377	9047	5745	5521	1825	6785	
5762	2670	4923	8773	5661	314	5444	972	9872	6221	
2591	3004	9483	3953	7049	3908	9635	5546	7050	3522	
4719	6802	6117	1450	9750	4377	9521	4087	3385	4891	
1575	369	8425	1033	9312	6448	44	5282	3647	1964	
3774	7852	7974	5919	8289	2176	8367	893	2021	3418	
5308	1037	2638	7332	2236	3372	6674	2295	7758	8199	
7912	3265	536	7815	6153	4749	6065	8018	2538	2464	
5409	7830	6592	9489	9495	362	6932	7597	2575	9255	
9273	369	9233	5328	3014	5053	9822	4605	1776	38	
1192	5853	4302	2513	2213	4038	6995	1309	8159	3840	
1314	8994	5686	1237	2326	7558	2638	7073	1704	3619	
9814	326	6777	9604	9456	8492	6911	227	1059	5419	
3875	4929	5587	1953	6737	1408	9321	7515	8903	2556	
9658	6569	8024	7561	7778	5294	6458	2110	1839	7641	
4611	6784	941	4660	9319	9591	7684	5736	764	5771	
4371	3549	7079	7704	4567	3008	436	1590	6912	3709	
2767	6183	9429	6005	3181	4737	2081	1584	9513	2017	
3776	2589	7111	1308	4286	3956	7744	1141	4349	3921	
1770	9894	3496	7597	6481	9389	6490	2703	2177	8244	
5945	9113	226	26	2886	4297	8606	3999	2775	1057	
9223	5355	6162	7978	1932	8513	8854	52	3610	1107	
1338	9546	6705	8492	4297	8376	3449	2240	7676	1712	
4904	7995	6421	5528	4858	8629	6922	6910	9508	2165	
8913	42	6150	3941	7610	5121	6418	3847	9386	7145	
18	5749	1906	4330	3556	2226	564	6168	7909	1938	
8580	885	2586	4089	5325	3682	8456	8207	3441	584	
4604	7563	4509	8364	6084	6909	8738	1517	1395	4370	
6059	480	1550	4656	9140	9300	248	3669	5746	4693	
1488	5371	6641	7825	6964	8719	5038	9142	5403	6684	
9244	6585	7630	6529	5509	6238	8694	7140	5979	2122	
3156	9419	4060	3685	9611	4323	1797	3016	1286	3300	
8149	46	7175	3489	6706	544	2146	2933	8740	813	
8985	1677	4618	5704	5703	6308	4876	7564	3665	7055	
9936	2919	1706	7971	3403	9841	4522	5609	1566	3556	
780	5700	3520	2161	7083	6189	1229	6052	4557	200	
9171	1513	2172	7560	998	8294	813	2852	294	8652	
4354	1969	9278	6087	7557	1876	7994	1704	4657	3995	
5766	469	3404	4688	114	1867	793	8608	8192	5691	
1321	4250	9437	9372	4404	9770	8163	7853	3687	8082	
9757	6115	3234	8112	3650	9941	5854	6843	1441	5204	
914	2525	6164	9698	4918	8404	3707	6453	9307	7195	
246	4592	9081	6005	6820	1074	2651	802	2206	1656	
6897	5644	5013	7064	950	7020	1650	2992	96	8441	
5433	6751	9977	1007	6446	9166	2643	4367	4725	6530	
6314	587	4055	456	4634	1314	3466	160	5231	4749	
8414	2862	692	9723	2201	2841	8149	3761	8607	1466	
897	7115	9282	6228	4637	6774	2652	4139	1272	4290	
4237	6459	8741	6916	8346	6745	2672	57	7303	4053	
9676	8156	8374	1836	6467	2746	8175	1297	8448	7101	
8631	3867	4754	9038	6254	6425	8010	8327	6549	7035	
3236	3532	5983	7701	1170	8374	4991	9366	4949	9005	
6851	8965	5345	2412	1155	3533	2470	5172	6456	1297	
6054	8403	6838	3975	9853	9041	933	928	551	1865	
2050	3055	1688	3252	1728	5435	2230	6487	2102	2399	
9222	7259	6294	5517	8797	1715	8798	4072	5563	762	
9433	608	4889	3614	4170	7660	8137	5137	4818	5073	
1768	9445	5312	4917	7862	6582	1017	8624	1649	3766	
6641	9471	4019	2572	3118	3295	5925	4549	2265	973	
3445	9616	5012	7985	6655	3598	8140	70	8190	5896	
8913	3160	659	4396	9902	3218	8065	5563	4289	6507	
2462	4615	4110	441	5544	1259	2057	1260	5856	4917	
7783	1446	5069	1690	1284	1609	1801	8071	5748	8135	
97	5460	3638	2122	7322	508	4975	5367	9202	7575	
475	9358	6223	4895	4350	3979	918	7384	4254	1992	
3434	932	6700	5273	4244	2950	8003	4370	189	9657	
6550	686	2211	5481	8358	9824	9563	1674	9313	9813	
4762	4410	3006	9806	307	4171	1710	8882	431	8938	
8175	1067	1900	2759	2941	609	3364	3508	6722	522	
716	6948	9861	913	1231	4177	6164	4737	3730	6113	
2620	6963	1489	2819	8015	3889	4655	1881	7918	7771	
7742	4752	2093	9222	3200	1835	9967	4715	330	1067	
3204	1091	3178	5319	3132	1420	4753	5243	3628	7407	
1869	3781	4681	8119	337	8985	6555	1891	5432	6489	
6252	3155	8767	2820	7696	39	6367	9637	7360	2663	
8174	4415	3331	1538	4157	4243	2079	9589	3249	7224	
3703	290	1473	5276	1359	9710	6420	3943	3765	8300	
3579	8270	6015	7051	6493	5685	238	9940	5023	6715	
3381	524	1947	3709	1213	6709	8777	54	4100	6293	
4105	4007	5496	7267	7489	4528	5655	4424	4595	8539	
3342	7171	1463	7447	4170	9097	8268	5662	1947	538	
3744	1676	2697	3346	3111	9299	6617	4950	7844	533	
69	5384	2482	6532	8008	7344	3988	6542	9417	3627	
3026	2965	9469	9232	7165	6575	4724	7835	7824	1916	
3386	5497	6832	6524	9972	7089	1875	2702	1579	1886	
8655	4994	5622	2140	5414	3139	7978	7422	5507	8041	
8425	8858	6425	5120	3438	4375	1525	6098	9221	8711	
8357	6341	3757	2041	1468	9705	2058	7325	5269	7994	
5534	2563	2730	8630	5136	5232	9333	8307	8652	2466	
3750	9858	6533	4903	708	832	2673	5187	6701	6313	
118	1531	712	6733	565	8342	1956	6778	1091	6133	
7881	9399	7943	3040	2010	3346	3084	5403	8428	5057	
1718	6881	1119	4376	2575	1386	4116	4361	3408	9710	
5415	8276	5857	8985	2586	4351	2799	1722	2437	4311	
7073	8979	607	6701	2978	6295	8836	7747	7732	1289	
6123	3551	1381	5753	1612	2940	730	2511	9661	3181	
9176	9194	7743	3524	8881	2488	8634	1257	176	6087	
7916	9006	4146	7062	2559	6498	389	8005	6962	3390	
7577	4261	6002	735	2681	4964	223	3820	6406	7430	
7123	2835	8876	6059	2941	6359	6717	6038	1106	7376	
3830	4647	558	8375	5353	9944	7810	488	365	2766	
1975	7607	9822	7819	4418	2941	2193	7799	7791	9034	
175	3090	6785	3502	9474	3396	9336	279	3902	2850	
5484	1948	2451	9244	3689	4044	1169	3828	8519	1093	
1229	2412	7794	8685	9456	7643	3650	2731	8535	8249	
4078	9590	7233	5541	2816	6652	3472	6828	1445	7188	
913	231	9969	7427	276	3230	1100	2373	3858	4507	
5868	6030	4914	4904	5530	3650	8621	9728	7700	4374	
5191	3736	6	4472	3046	7626	3706	7607	7539	5832	
9230	5856	689	767	8505	924	6977	4861	8999	5688	
8204	6534	773	7021	2210	9165	9917	8222	5085	22	
9713	8631	6417	2688	7744	4906	2780	6421	3780	7992	
8630	5148	959	8983	2792	9415	8011	2166	5380	4513	
1112	1211	2928	8061	5656	1452	5666	7145	9963	5634	
5816	4331	9193	8211	1850	3183	9661	2768	8777	2593	
1133	8423	9153	7253	3640	8247	8511	6816	8461	1568	
2081	9256	6233	853	1304	4632	9119	9947	1159	5479	
6286	5743	2858	6574	4684	1754	4551	6919	9656	5913	
6637	4198	1530	5826	686	3140	4101	7250	1223	2534	
9225	7940	3634	7206	6207	568	7118	9032	4861	916	
7027	1075	1523	3382	5100	6087	9326	230	5848	771	
927	6597	2068	4641	4397	9000	1935	1429	9865	686	
4592	8779	4335	1051	7533	6941	8623	1585	993	3445	
9822	1565	2988	8392	9994	171	8353	3662	6558	8105	
9357	7318	34	4521	7373	7148	7334	3239	4230	9505	
125	3263	4199	4808	4060	7697	9200	737	7413	20	
8281	622	915	7403	2477	5229	7098	5291	6943	7041	
8035	5686	665	8725	2970	9277	7578	9276	8418	6099	
7840	2485	3300	9309	6059	861	1180	9193	2223	8076	
9996	435	7504	7805	2435	1750	9036	9125	1701	7185	
5669	1296	8174	801	9342	8029	419	6016	4359	765	
3959	5970	8004	8333	6167	7300	7636	2411	4410	3949	
72	9994	8944	4415	7991	2661	877	7113	3869	1702	
672	9999	8277	344	7757	7071	1490	8358	8599	239	
6927	7887	3735	1473	7751	1540	9039	8197	7847	204	
790	2901	8960	2621	4832	1104	4555	8687	4000	9770	
1924	3091	6089	7337	6963	4663	572	5978	4169	8716	
3417	9456	6005	5810	7917	3147	2063	9411	6320	2193	
7872	5990	2959	1096	7274	4104	661	9322	6780	6503	
1920	2035	833	5921	5977	7370	2245	1813	6262	7118	
1900	8305	4726	6517	3765	7448	6780	9316	4621	821	
3494	7414	4549	3392	2711	2525	8534	9379	3380	1106	
6453	3282	847	3899	9263	860	3913	6056	3379	767	
872	4505	8916	1888	343	7269	167	2428	1668	8955	
502	2896	6750	5341	2704	1960	850	3024	9269	504	
4761	6384	6861	9577	1349	7361	2169	3697	9098	3443	
7159	1234	4575	6355	4749	4063	9651	7098	1804	6023	
907	2975	7571	4362	5207	7949	4570	2177	3053	827	
587	3459	6513	2686	4037	5454	1500	909	1710	6206	
9766	6777	1192	5250	5681	8532	2755	9479	8244	5502	
3675	7740	2529	2107	8901	888	4043	4839	7582	567	
3184	3882	8861	3792	5214	8429	3044	8168	8134	218	
2207	4310	166	2177	9342	6788	126	2111	7665	7984	
7238	9521	6855	1860	9636	2611	2471	9432	3612	4165	
3587	3007	118	1969	5098	9370	8164	5288	4220	4851	
1937	7176	8525	7995	5091	2597	9300	3973	9685	1286	
7076	8712	6144	132	4053	9470	7792	4694	9680	4543	
5486	1570	7250	9774	4731	1438	5317	535	1225	2765	
4298	7044	5620	9946	9124	3412	5342	3275	3416	8672	
897	4401	4819	2083	9203	3624	5061	489	8925	9497	
316	4231	3454	9491	2835	1489	7210	2904	6762	1824	
8227	1000	4465	1911	6159	8462	8405	5767	6899	1369	
343	7593	5412	2710	5966	2128	6548	413	4372	4830	
613	2497	950	1821	5516	4036	6720	1828	986	337	
4080	6302	35	3821	8265	6153	956	4574	7953	1874	
6393	2532	6286	2802	5121	1195	1600	7384	3919	2376	
7582	8554	3995	9236	2564	439	1230	2745	1319	9307	
6593	9016	5549	3703	5241	1883	9094	4904	1615	1756	
